,ID1,ID2,H1,H2,Hx1G2,Hx2G1,N1m2,N2m1,R2b1,R1b2,N1,N2,Nuniq1,Nuniq2,Ntweets1,Nfriends1,Nmentions1,Ntweets2,Nfriends2,Nmentions2,KL12,KL21,Pi1,Pi2,Pix1G2,Pix2G1
12761,c974107f1e47b5fe280828d0abfe73b5600286c4a5563d065b787b4415887ef5,c99c9375bd0e5b3fdd1309015127bd73872868ade15ebf8e64a464f69e85e244,6.56803,6.53851,7.148544,8.496536,99,55,1,9,11827,32509,2644,5394,819,176,857,2232,276,3009,0.5805140000000001,1.9580260000000007,0.5101734779256297,0.5525884031755766,0.4587005336764097,0.3925814047205006
12762,c974107f1e47b5fe280828d0abfe73b5600286c4a5563d065b787b4415887ef5,1fa983d8eda807d2a1841f609d73bebf8b7efa42e88f2081a3a95bb669731a53,6.56803,6.487439,8.001126,6.6954009999999995,70,46,2,3,11827,9056,2644,2055,819,176,857,587,89,651,1.433095999999999,0.2079619999999993,0.5101734779256297,0.5013327711799356,0.3804737498682823,0.4823531803914857
12763,c974107f1e47b5fe280828d0abfe73b5600286c4a5563d065b787b4415887ef5,ef570e30ae26dd88fa14a48c39b47b4ead82dd97703afdf48a981a99c20cb6be,6.56803,6.751696000000001,7.346861,7.3581759999999985,57,19,3,10,11827,15404,2644,3382,819,176,857,864,166,971,0.7788309999999994,0.6064799999999986,0.5101734779256297,0.5093548098836068,0.440796971830934,0.4571915936250542
12764,c974107f1e47b5fe280828d0abfe73b5600286c4a5563d065b787b4415887ef5,5bef3428dbbc8c2828b3cd528377bbc9879a99b516283a9f1fdaedd68dac9e3e,6.56803,7.1085660000000015,6.856828999999999,9.446128,40,34,4,4,11827,12720,2644,3438,819,176,857,1040,164,602,0.28879899999999914,2.337562,0.5101734779256297,0.479886966007321,0.4847359589068123,0.26714591434721896
12768,c974107f1e47b5fe280828d0abfe73b5600286c4a5563d065b787b4415887ef5,2c241681ab92bbd35956291f6e3b31cac7de3fba1dd859cf95bf1826b5833cd3,6.56803,6.833189999999999,7.261414,8.168488,16,0,8,0,11827,25566,2644,5097,819,176,857,1955,726,1204,0.693384,1.3352980000000008,0.5101734779256297,0.5261796499806148,0.4485316145178143,0.4162623897522453
12769,c974107f1e47b5fe280828d0abfe73b5600286c4a5563d065b787b4415887ef5,3721e47f6b475df0704715178a6e95b79aa8d2c4b36e26c25e95611353b2e7ba,6.56803,6.8503880000000015,7.2468119999999985,10.347175,13,21,9,11,11827,19120,2644,4042,819,176,857,1848,208,1201,0.6787819999999991,3.4967869999999994,0.5101734779256297,0.5116413580683105,0.4498502299081671,0.1958994227932445
12771,c974107f1e47b5fe280828d0abfe73b5600286c4a5563d065b787b4415887ef5,4095061289d1b06c414ffd6398fcdbbf79bcd7664642b5d5b32007ba02e5eecf,6.56803,6.8790130000000005,9.709866,7.100898,11,18,11,1,11827,2293,2644,1021,819,176,857,201,81,193,3.141836,0.22188499999999944,0.5101734779256297,0.4093827248989882,0.21130051931687813,0.385764547748116
12774,c974107f1e47b5fe280828d0abfe73b5600286c4a5563d065b787b4415887ef5,f20d8ac340186da421b22404bb489162c3d40d15b788e59c2bff870227c2ac71,6.56803,4.480043,8.550415,8.195902,8,0,15,0,11827,47858,2644,3225,819,176,857,2843,271,2982,1.9823849999999992,3.715859,0.5101734779256297,0.6920340175653404,0.3281668820472263,0.3789049222743519
12775,4f16a3449573c7961ff597ec5c8e513248a08274c3a5365d307c5421813a820f,65f103b622dadf17e0d429b320770775a1c554e07d94784aac34f9b014d5adf0,6.844253,6.8672,9.504575,7.024800999999999,218,136,1,4,31685,24636,5916,4678,3024,74,873,2283,62,1178,2.6603220000000007,0.15760099999999874,0.5333292286396383,0.518659026082985,0.3130221787064024,0.5058062051661077
12776,4f16a3449573c7961ff597ec5c8e513248a08274c3a5365d307c5421813a820f,efc52d439f9d9e99348f23bbed85efaae389fd5735cb72fd39814b3127e31a12,6.844253,6.63294,9.809001,6.958857000000001,113,92,2,3,31685,35905,5916,4681,3024,74,873,2681,161,1571,2.964748,0.3259170000000013,0.5333292286396383,0.5376558503990945,0.28609214202328986,0.5112304930540431
12777,4f16a3449573c7961ff597ec5c8e513248a08274c3a5365d307c5421813a820f,51a35858544859f054fc54c83d1ff4c3f4c58d635521d2bbba8a21d4b621cad2,6.844253,7.692475999999999,7.692494,11.387236999999999,19,24,3,13,31685,6297,5916,2870,3024,74,873,2006,71,1482,0.8482409999999998,3.694761,0.5333292286396383,0.4155530816157018,0.4656168400421251,0.02182072595946941
12778,4f16a3449573c7961ff597ec5c8e513248a08274c3a5365d307c5421813a820f,4bd21fbe4d4a2b3a42fdd381d52164b33198020d1526d7fbb8c0f872a5eafa5d,6.844253,4.247928,4.1227550000000015,12.91267,11,1,4,1,31685,19,5916,19,3024,74,873,4,1,1,-2.7214979999999995,8.664742,0.5333292286396383,0.05265558577675675,0.7372794645453378,0.0
12779,4f16a3449573c7961ff597ec5c8e513248a08274c3a5365d307c5421813a820f,63b4fa62e3c5fa96ac84eeb8c8b6b92e0affaca29f3e2bd400b88c754ebd5f66,6.844253,6.628467,7.2647,10.557836,10,3,5,66,31685,19798,5916,3221,3024,74,873,2311,114,1736,0.4204470000000001,3.9293690000000003,0.5333292286396383,0.5169168634471173,0.5000304245012079,0.14527835191725585
12780,4f16a3449573c7961ff597ec5c8e513248a08274c3a5365d307c5421813a820f,97d44c4a731462eded0282a8cea7c886bb8b96964ec86bc130a1b0b2eb7521fb,6.844253,7.054807,9.772486,7.513339999999999,10,2,6,109,31685,17692,5916,4472,3024,74,873,2466,269,1063,2.9282330000000005,0.4585329999999992,0.5333292286396383,0.500691264436038,0.2893459110014803,0.4625444042738127
12781,4f16a3449573c7961ff597ec5c8e513248a08274c3a5365d307c5421813a820f,ded9f7b8602d6719bbdbaccd7f5f8e0ac6320833ed7e8917958f75857d898ecc,6.844253,6.6424210000000015,8.211682000000001,7.0809690000000005,5,7,7,23,31685,14887,5916,2972,3024,74,873,1408,60,695,1.3674290000000011,0.43854799999999994,0.5333292286396383,0.5108872595745744,0.4230865704459653,0.4727174645587462
12782,4f16a3449573c7961ff597ec5c8e513248a08274c3a5365d307c5421813a820f,c82300c07bc9806b2aba34126497440e2725675be5fb0f2c129b5c5ba58331ec,6.844253,6.8525990000000006,7.6288740000000015,8.099199,3,5,8,29,31685,34998,5916,5575,3024,74,873,2811,95,1711,0.7846210000000005,1.2466,0.5333292286396383,0.5295019424609947,0.47076977447337204,0.4283361960594061
12783,4f16a3449573c7961ff597ec5c8e513248a08274c3a5365d307c5421813a820f,191cd7103f9679da74a593f735623ae7f25fd99951c42f17356cfbc726a5b736,6.844253,5.722508,6.9110119999999995,7.167233,3,7,9,1,31685,151,5916,114,3024,74,873,17,6,14,0.06675899999999935,1.444725,0.5333292286396383,0.2879243943676158,0.5280757436345239,0.0
12784,4f16a3449573c7961ff597ec5c8e513248a08274c3a5365d307c5421813a820f,5c6ba969a97f299694bf9d3c5ec3ed854f1a790e094553beae94be5197a8cc7b,6.844253,6.670650999999999,8.739366,7.19235,2,1,10,61,31685,13387,5916,3468,3024,74,873,891,84,180,1.8951130000000005,0.5216990000000008,0.5333292286396383,0.5177032247829069,0.3789320988445165,0.4732402004420472
12785,4f16a3449573c7961ff597ec5c8e513248a08274c3a5365d307c5421813a820f,6a300eb7f82710f49e4d20f49238cdb7b0fd636db4298d1e65d13618903b9d69,6.844253,4.026823,12.035212,7.781261,2,0,11,0,31685,39708,5916,5850,3024,74,873,3050,2386,3062,5.190958999999999,3.754438,0.5333292286396383,0.7438153019766659,0.0681501666412979,0.4576917087782731
12786,4f16a3449573c7961ff597ec5c8e513248a08274c3a5365d307c5421813a820f,73cb4aea963f29dfd16283ed987a9134179bae6cc5177ca697b7c7734ec7cc4b,6.844253,6.4817160000000005,7.1472130000000025,10.549373,1,17,12,4,31685,8433,5916,2288,3024,74,873,831,120,604,0.30296000000000056,4.067656999999999,0.5333292286396383,0.5087535723863494,0.5093864698458804,0.09533910000911708
12787,4f16a3449573c7961ff597ec5c8e513248a08274c3a5365d307c5421813a820f,9845841ea2a0bcf65833da50a5f65dda3c5e54caf6f434aa1dfde4635ecc4891,6.844253,4.943341,12.155456,7.965388000000001,1,0,13,0,31685,28274,5916,4551,3024,74,873,3108,922,1810,5.311202999999999,3.0220470000000006,0.5333292286396383,0.6686050470778662,0.05414631710119715,0.4254710691422224
12789,4f16a3449573c7961ff597ec5c8e513248a08274c3a5365d307c5421813a820f,35194046ea29013159f6390606a9479ec4b450713399ba1c0b69981cfa2a58e2,6.844253,6.8884240000000005,7.4581610000000005,8.88539,1,0,15,0,31685,21466,5916,4619,3024,74,873,2315,98,1299,0.6139080000000003,1.9969659999999991,0.5333292286396383,0.5162115276194116,0.4845357226995767,0.34655357466125736
12790,173d8e63d3fec3193ac0cb8c21d5b13eabe7f39ed6c1cf76cafa3f81e7a31a78,5bcde64a032a0ad18b1f6e7c7516c9f544e44125d367efea587376f60198a1cd,6.7299440000000015,6.228079,6.792393,8.839122,67,0,1,0,27463,5967,5007,1472,2526,206,930,617,60,298,0.06244899999999909,2.611043,0.5334872150710688,0.5031535104960986,0.5284786611663453,0.2346914435541301
12791,173d8e63d3fec3193ac0cb8c21d5b13eabe7f39ed6c1cf76cafa3f81e7a31a78,3556d998d1c538dc0ef34eb0b1ece35bede4569af87963b7c5545beb3d5fb620,6.7299440000000015,6.554659,8.113572,7.14659,60,0,2,0,27463,32174,5007,4218,2526,206,930,3090,113,2107,1.3836279999999992,0.5919309999999998,0.5334872150710688,0.5383730861577507,0.419641249028031,0.4895445293141886
12792,173d8e63d3fec3193ac0cb8c21d5b13eabe7f39ed6c1cf76cafa3f81e7a31a78,29bd34537454eaae22b6dcd41d9bca1c8cc823ee25cec1d011c5d0b3f0cf8d51,6.7299440000000015,6.051764,6.627839999999999,10.004238,56,0,3,0,27463,3237,5007,867,2526,206,930,368,29,326,-0.10210400000000153,3.9524740000000014,0.5334872150710688,0.4822134203725282,0.5416511850218604,0.0
12793,173d8e63d3fec3193ac0cb8c21d5b13eabe7f39ed6c1cf76cafa3f81e7a31a78,16dc9480146eaa9fb0e1b7136bc33e6b155568ef40982c386c7ac855ae83fa82,6.7299440000000015,6.422694,9.713024,6.976248,42,0,4,0,27463,3133,5007,1073,2526,206,930,338,32,225,2.98308,0.5535540000000001,0.5334872150710688,0.4608511133098091,0.2791601384223454,0.4036194825264225
12794,173d8e63d3fec3193ac0cb8c21d5b13eabe7f39ed6c1cf76cafa3f81e7a31a78,05208e48b6391f1b83e83faab59f77084b8a0aa81c847a3289d5b6b2aaa5e555,6.7299440000000015,6.333491,6.754384,7.561189,40,0,5,0,27463,4711,5007,1421,2526,206,930,414,66,264,0.02443999999999935,1.2276979999999993,0.5334872150710688,0.4906504326988571,0.5315284585010239,0.3686224643403435
12795,173d8e63d3fec3193ac0cb8c21d5b13eabe7f39ed6c1cf76cafa3f81e7a31a78,d4bea6624d0a934e309afcf18ac85e81a9bbfa51ab00cb7d1b813e6ecd9aac32,6.7299440000000015,6.674799,8.254591,7.351419,20,0,6,0,27463,24642,5007,3823,2526,206,930,2567,271,1507,1.5246469999999992,0.6766199999999998,0.5334872150710688,0.5230022890440512,0.4076764107296771,0.4659916910335951
