,r,Hx,CHx,CHxA,PiEgoGalters,PiEgoGaltersAndEgo
6037,8,9.089934,6.972532,6.420236,0.514773342562823,0.558875607818448
6038,9,13.985575,6.972532,6.420236,0.514773342562823,0.558875607818448
6039,10,9.189458,6.817119,6.356952,0.5272749430308866,0.5638719691869997
6040,11,8.102909,6.790725,6.346784,0.5293909110732526,0.5646736714630931
6041,12,6.565691,6.790314,6.346395,0.5294238439126087,0.5647043365048685
6042,13,15.339606,6.790314,6.346395,0.5294238439126087,0.5647043365048685
6043,14,8.721002,6.715183,6.31818,0.5354355480461392,0.5669273779787195
6044,15,8.228039,6.713893,6.316988,0.5355386228905656,0.5670212445581552
6045,1,6.856729,6.856729,6.262835,0.5297884573941799,0.5763010372066548
6046,2,10.268865,6.750941,6.213909,0.5381463265756322,0.5800890666556627
6047,3,6.764279,6.295079,5.958293,0.5738009924297254,0.5997734577220498
6048,4,7.073501,6.24132,5.923681,0.5779676166150206,0.6024252015012106
6049,5,14.405875,6.239648,5.9228,0.5780970786255348,0.6024926556343329
6050,6,12.290929,6.228805,5.916776,0.5789364596996439,0.6029538294845596
6051,7,10.692159,6.186878,5.89019,0.5821790895698334,0.6049879781337433
6052,8,11.792471,6.144746,5.858096,0.5854327263842579,0.6074410125724925
6053,9,10.01576,6.122402,5.843091,0.5871562698754874,0.60858693362342
6054,10,7.362299,6.070133,5.804846,0.5911828129261311,0.6115049328261424
6055,11,9.297585,6.068902,5.803719,0.5912775533399877,0.6115908604013104
6056,12,10.355055,6.058024,5.795542,0.59211456847939,0.6122142094676921
6057,13,7.923897,6.001357,5.756523,0.5964696481308723,0.6151862290030434
6058,14,7.031342,5.916479,5.693457,0.6029765641040792,0.6199812239208122
6059,15,9.855881,5.90453,5.684719,0.6038910329348082,0.6206447441672871
6060,1,9.07894,9.07894,6.724288,0.34376686121186795,0.5387660634019836
6061,2,7.793767,7.469678,6.411041,0.4789988267374404,0.5633999425619199
6062,3,8.17999,7.201507,6.311332,0.5006926868325813,0.5711830643440559
6063,4,13.201287,7.121724,6.284173,0.5071047078882012,0.5732982435690366
6064,5,7.826299,6.863891,6.146423,0.5276972541141915,0.5839948690852322
6065,6,11.285316,6.816576,6.126507,0.5314550668042839,0.5855370524243411
6066,7,13.357368,6.802758,6.119564,0.5325512845774767,0.586074422257862
6067,8,8.002848,6.626125,6.009042,0.5465156320611738,0.5946106724483066
6068,9,11.989076,6.615573,6.003718,0.5473470315116774,0.5950210288192983
6069,10,8.028367,6.470775,5.915678,0.5587238601464711,0.6017956118974019
6070,11,7.793255,6.420371,5.881066,0.5626702342532871,0.6044531684812541
6071,12,8.246168,6.349677,5.839145,0.5681932041533686,0.6076675469347854
6072,13,13.574695,6.348012,5.838196,0.568323113791651,0.6077402580535486
6073,14,8.008811,6.327091,5.823994,0.5699547902582277,0.6088281036302005
6074,15,12.975008,6.311399,5.818985,0.5711778437544158,0.6092116523823812
6075,1,9.408742,9.408742,8.217963,0.3661655020971714,0.4589231798603949
6076,2,12.92941,9.142531,8.076811,0.3872557986738727,0.46966322484750544
6077,3,11.124688,8.936516,8.006963,0.403431676470394,0.474959131801136
6078,4,14.04992,8.933301,8.00513,0.40368313525737876,0.47509794517118703
6079,5,10.698836,8.704853,7.898656,0.4214761063320167,0.48314680843054525
6080,6,13.292734,8.542478,7.775234,0.43403494946246685,0.49244164730124895
6081,7,9.782043,8.108026,7.539315,0.46729249934852063,0.5101050757898663
6082,8,13.500459,8.099399,7.534164,0.4679479525129815,0.5104892369326107
6083,9,15.412084,8.097325,7.532595,0.4681055005146758,0.5106062401955505
6084,10,12.153571,8.067993,7.517402,0.47033248919907406,0.5117389058973957
6085,11,13.03302,8.050583,7.507608,0.47165328743852586,0.5124687737778936
6086,12,13.225053,8.038697,7.499724,0.47255457121714,0.5130561382863974
6087,13,14.56606,8.024802,7.488427,0.4736077404144303,0.5138975155232697
6088,14,9.413498,7.692954,7.26504,0.49861733833068317,0.5304727850702159
6089,15,14.154392,7.692545,7.264687,0.49864799544045196,0.5304988845954085
6090,1,7.627699,7.627699,6.310175,0.42284286609565686,0.5384063904451555
6091,2,7.076506,6.525354,5.998645,0.5199865771972366,0.5647801897592102
6092,3,7.258626,6.464422,5.974498,0.5252195939418701,0.5668101786779637
6093,4,10.402682,6.414014,5.951059,0.529538530417978,0.5687787034897138
6094,5,10.313872,6.381462,5.935054,0.5323226666804991,0.5701217852005168
6095,6,8.692702,6.277196,5.882122,0.5412146769550403,0.5745573127531896
6096,7,8.504671,6.189974,5.820251,0.5486232250049352,0.5797296083715058
6097,8,6.719669,5.835144,5.586033,0.5784857901846524,0.5991907283099644
6098,9,10.322824,5.810483,5.568734,0.5805449869754866,0.60062067778617
6099,10,11.653364,5.798114,5.556492,0.5815770112058665,0.6016319978716247
6100,11,9.187487,5.776946,5.539057,0.5833419707290203,0.6030714380490119
6101,12,9.606721,5.751133,5.518234,0.5854921408231885,0.6047892433463353
6102,13,7.642517,5.700197,5.480829,0.5897283040080975,0.6078713056334456
6103,14,8.42149,5.680402,5.46577,0.5913721874484249,0.6091107881396929
6104,15,8.591177,5.669367,5.455697,0.5922880122711913,0.6099394535482154
6105,1,7.084875,7.084875,6.823457,0.528457243663719,0.5483652902379733
6106,2,8.517955,6.85962,6.766008,0.5456217482112768,0.5527168918466348
6107,3,7.802708,6.604869,6.646527,0.5648782841712959,0.5617405502747244
6108,4,7.618979,6.36181,6.473812,0.5830995219787464,0.5747213859939515
6109,5,13.07267,6.349734,6.463293,0.5840009946779254,0.5755095667144361
6110,6,7.979334,6.333372,6.454542,0.5852218426830075,0.5761650631660049
6111,7,11.338882,6.312483,6.437668,0.5867795123198174,0.5774284790277818
6112,8,6.805351,6.193438,6.392609,0.5956360681689756,0.5807987469019488
6113,9,10.589564,6.173873,6.377942,0.5970883103407355,0.5818947070230395
6114,10,7.705861,6.139542,6.357591,0.5996343152587753,0.5834145110166643
6115,11,7.08631,6.082814,6.326194,0.6038349753457892,0.5857572195505621
6116,12,7.368929,5.939715,6.206075,0.6143964546674496,0.5946975685790874
6117,13,13.849552,5.937346,6.204185,0.6145708802187865,0.5948379562512848
6118,14,7.213696,5.825582,6.116339,0.6227843902809994,0.6013534284030505
6119,15,7.30474,5.79386,6.089329,0.625110112589486,0.6033529448551245
6120,1,8.173577,8.173577,6.718892,0.440105808409496,0.5536396631327507
6121,2,8.754291,7.658053,6.533281,0.4810116401744511,0.5677194085115108
6122,3,9.044721,7.329166,6.361309,0.5067149969652014,0.5806863600157668
6123,4,8.439831,7.143727,6.269946,0.5210777208932537,0.5875449338439318
6124,5,14.102129,7.063888,6.215156,0.5272331896885215,0.5916479475864354
6125,6,8.528493,6.649734,5.995588,0.558896026584755,0.6080153978424887
6126,7,14.606486,6.639528,5.98811,0.5596706967439529,0.6085707263547031
6127,8,13.543734,6.531217,5.905479,0.5678754815205472,0.6146978164167906
6128,9,8.482143,6.371413,5.826157,0.5799265688004488,0.6205636576858238
6129,10,8.702234,6.294282,5.785038,0.5857200911452589,0.623598283907514
6130,11,9.81668,6.223288,5.741556,0.5910394480597807,0.6268027672289977
6131,12,8.919307,6.189521,5.728336,0.5935650756712594,0.627776115228111
6132,13,8.621081,6.109725,5.687686,0.599522164569805,0.6307663540802652
6133,14,8.294007,6.05081,5.650325,0.603910226144803,0.6335110660841883
6134,15,8.80153,6.013696,5.62377,0.6066700935746796,0.6354598322603553
6135,1,8.144406,8.144406,6.267848,0.4261393026949737,0.5764470540484171
6136,2,6.819148,6.691839,6.00344,0.5433868608193868,0.5968137898067536
6137,3,6.690224,6.638665,5.985284,0.5475605132487912,0.5982053463433981
6138,4,7.39163,6.609264,5.977366,0.5498648009630921,0.5988119383136772
6139,5,14.736146,6.599095,5.973328,0.5506612269714299,0.5991212212744024
6140,6,6.845217,6.329852,5.843702,0.5716434171404126,0.6090263414999632
6141,7,6.649575,6.27164,5.814588,0.576153579017584,0.6112448196335429
6142,8,6.768689,6.112741,5.722944,0.5884176281476431,0.6182132342883463
6143,9,6.556839,6.100291,5.716903,0.589375632491171,0.6186717893156195
6144,10,6.671166,5.966527,5.630911,0.5996420315284651,0.6251886237162758
6145,11,6.848439,5.950287,5.620532,0.6008851614119967,0.6259738529032212
6146,12,6.187972,5.94242,5.61632,0.6014871041917171,0.6262924322213422
6147,13,6.823632,5.854326,5.56039,0.6082162292474796,0.6305182771054217
6148,14,6.942231,5.809049,5.531292,0.6116666323093263,0.6327135092127717
6149,15,7.252909,5.809049,5.531292,0.6116666323093263,0.6327135092127717
6150,1,8.645685,8.645685,6.52466,0.4095885766811835,0.5734925080744152
6151,2,13.389792,8.617167,6.519317,0.41187565207476884,0.5738906954884546
6152,3,14.059353,8.5841,6.50935,0.4145244243300554,0.5746333005479548
6153,4,10.884422,8.45318,6.485811,0.424978976442904,0.576386144177042
6154,5,11.955255,8.442082,6.479668,0.42586283470096836,0.57684336355882
6155,6,8.953995,8.174477,6.451434,0.4470656084373238,0.5789436194419662
6156,7,8.840908,7.947935,6.379258,0.4648544053188583,0.5843038006645015
6157,8,14.064532,7.934298,6.374501,0.46592064013718154,0.584656637205326
6158,9,8.142482,7.336411,6.306067,0.5121728723976888,0.5897264645962805
6159,10,11.495992,7.218871,6.25508,0.5211549025041908,0.5934963994861421
6160,11,8.417712,6.68299,6.064539,0.5616612240753834,0.6075294527369995
6161,12,13.629384,6.668038,6.055255,0.5627811517223593,0.6082109793438287
6162,13,14.018012,6.665882,6.053919,0.5629425939998057,0.6083090364165711
6163,14,9.577739,6.429534,5.909409,0.5805713694390532,0.6188903029937256
6164,15,11.043572,6.405204,5.896703,0.5823783661817009,0.6198182736745833
6165,1,7.824428,7.824428,6.675611,0.45057318153200887,0.5431036856314877
6166,2,8.692212,7.698938,6.643007,0.4608781097527127,0.5456728155565921
6167,3,6.264604,7.602323,6.625911,0.4687776003722673,0.5470187381693508
6168,4,13.181918,7.553972,6.609027,0.47271984192980376,0.5483471563714281
6169,5,11.643463,7.440012,6.565606,0.4819825843801981,0.5517597735591521
6170,6,6.953324,7.08792,6.496619,0.510350294846361,0.5571707696592049
6171,7,7.638828,6.443396,6.148391,0.5613361706357921,0.5842810912851338
6172,8,9.357183,6.391234,6.122516,0.5654108365475197,0.5862821204820015
6173,9,7.605627,6.201983,5.987071,0.580130722175111,0.5967267284437605
6174,10,7.450426,6.113372,5.926883,0.5869888268334101,0.6013519349356421
6175,11,7.537578,6.063075,5.891752,0.5908719963724806,0.6040470518589892
6176,12,7.03818,6.019827,5.859759,0.5942054081482024,0.6064985143456386
6177,13,7.599394,5.94404,5.802358,0.6000344942663766,0.6108899003401987
6178,14,7.576485,5.926416,5.791489,0.6013877834257216,0.6117204127572453
6179,15,8.386668,5.919838,5.786347,0.6018926697504536,0.6121132072221046
6180,1,10.120801,10.120801,6.649916,0.245047793352819,0.5418038083904825
6181,2,9.8854,10.012662,6.631482,0.255100391997555,0.5432682354908204
6182,3,10.132392,9.826171,6.594159,0.27227255258628597,0.5462302071450404
6183,4,8.3683,8.004345,6.438584,0.4313647660707038,0.558533285587641
6184,5,8.870376,7.782191,6.355662,0.4498814862474217,0.565062444991636
6185,6,12.41493,7.763458,6.347213,0.45143530196520465,0.565726604146807
6186,7,9.105777,7.678252,6.308804,0.45848808993883283,0.5687432956360919
6187,8,7.604693,6.826522,6.214478,0.5277234805314683,0.576133996885079
6188,9,11.774833,6.816013,6.208384,0.5285639060648253,0.5766106118989058
6189,10,13.355022,6.814459,6.207395,0.5286881547744045,0.5766879522202969
6190,11,12.539227,6.809996,6.204604,0.5290449503049949,0.5769061949848658
6191,12,10.592021,6.806088,6.202503,0.5293573278549979,0.5770704685500213
6192,13,7.394739,6.417896,6.025643,0.560164071567534,0.5908542834027256
6193,14,8.401912,6.387711,6.010547,0.5625412843253197,0.5920267441859476
6194,15,11.037131,6.380538,6.005411,0.5631058090441682,0.5924254965147536
6195,1,7.549883,7.549883,4.481164,0.42622772014701504,0.6867680925541138
6196,2,6.960464,7.530915,4.476679,0.42794908465919224,0.6871247034939323
6197,3,8.683773,6.628774,4.175274,0.5080843848000951,0.7109342812283679
6198,4,9.887721,6.443896,4.112731,0.524110731743578,0.7158363360727719
6199,5,8.122088,6.215208,4.046745,0.5437589845430881,0.7209938260340225
6200,6,8.998386,6.029398,3.970941,0.5595830798933761,0.7269003674217381
6201,7,10.464948,6.022767,3.968582,0.5601455022302064,0.727083862357703
6202,8,12.15922,5.98899,3.954951,0.5630079348203372,0.7281437774821816
6203,9,9.057584,5.874777,3.907811,0.5726568860973836,0.7318043689564363
6204,10,9.703955,5.743892,3.850935,0.5836577336891374,0.736210844440203
6205,11,9.711445,5.728993,3.84439,0.5849061831673559,0.7367172055258298
6206,12,8.845291,5.700013,3.832025,0.5873323183986249,0.7376734347323503
6207,13,14.594022,5.69932,3.831857,0.5873902988097482,0.7376864231406864
6208,14,8.286825,5.653769,3.81465,0.5911976923312745,0.7390162147626055
6209,15,10.122426,5.646253,3.812317,0.5918252256086913,0.7391964351192679
6210,1,7.613479,7.613479,6.522407,0.4561432829136557,0.5457514515582347
6211,2,14.024935,7.579262,6.515259,0.45901259644537346,0.546326188893946
6212,3,8.268752,7.290493,6.425109,0.48307022893910984,0.5535614950082797
6213,4,7.430329,6.763379,6.179106,0.5262849306075111,0.5731816498967595
6214,5,7.397505,6.493658,6.022409,0.5480620857835142,0.5855858358623998
6215,6,10.203888,6.452858,6.002223,0.5513370089767721,0.5871785334798207
6216,7,13.646102,6.444312,5.998041,0.5520223418896415,0.5875083490477596
6217,8,7.229132,6.312873,5.912365,0.5625353050594524,0.5942540086615532
6218,9,13.640463,6.307136,5.908726,0.5629929956164496,0.5945400506217918
6219,10,11.884094,6.295168,5.901005,0.563947472118229,0.5951468289217847
6220,11,12.36949,6.28817,5.896311,0.56450538190184,0.5955156365595871
6221,12,12.782164,6.27561,5.885686,0.5655063525028713,0.5963502066071579
6222,13,8.579278,6.238849,5.858821,0.5684333336322039,0.5984589310076475
6223,14,13.020341,6.23541,5.856198,0.5687069484583445,0.5986647069579725
6224,15,7.37503,6.224059,5.849621,0.5696098118082815,0.5991805889269548
6225,1,10.394717,10.394717,6.635051,0.23617105739001124,0.5513236693281144
6226,2,7.964508,7.907254,6.512757,0.4501999560967389,0.5608029768531125
6227,3,11.157487,7.740986,6.470898,0.4636879087639969,0.5640382415311416
6228,4,7.188888,7.04195,6.299807,0.519487372997927,0.5772126875858148
6229,5,13.273934,7.018236,6.293052,0.5213554759177388,0.577731227917883
6230,6,13.493198,7.016278,6.292196,0.5215096490662892,0.5777969291281891
6231,7,9.630753,6.993861,6.283958,0.5232739957209926,0.5784291263750551
6232,8,6.967666,6.758955,6.196738,0.5416778667236122,0.5851114174829672
6233,9,8.381335,6.646537,6.148028,0.5504312666001968,0.5888344819188894
6234,10,11.876285,6.619043,6.131005,0.5525668065290585,0.5901341197512476
6235,11,8.052281,6.463924,6.053534,0.5645767984899422,0.5960390225564017
6236,12,7.045694,6.431384,6.037049,0.5670879165097195,0.5972934743498962
6237,13,7.322413,6.216331,5.896734,0.5836120811571541,0.6079419623993596
6238,14,7.81234,6.161251,5.858566,0.5878244281566506,0.6108295702352903
6239,15,7.182892,6.155568,5.85456,0.5882585874002947,0.611132423336126
6240,1,8.763724,8.763724,6.439403,0.36807903192154356,0.5593208362447092
6241,2,15.119127,8.759406,6.438415,0.36845166684426306,0.5593985672722721
6242,3,11.248318,8.598509,6.402615,0.38228445171125414,0.5622132614619996
6243,4,8.386766,8.116839,6.304321,0.4231135329287148,0.5699226937802957
6244,5,15.295524,8.103577,6.297237,0.4242258960104434,0.5704772523266645
6245,6,8.65231,7.88344,6.224375,0.4426016904370409,0.5761729142036522
6246,7,7.62635,6.911787,6.104435,0.5218333481618213,0.5855162162814391
6247,8,15.257239,6.911118,6.104111,0.5218869000673863,0.5855414013008875
6248,9,9.500662,6.856606,6.077104,0.5262460073721132,0.5876396670862245
6249,10,15.196635,6.855966,6.076698,0.5262971334665963,0.587671195086173
6250,11,15.279427,6.85515,6.076202,0.5263623174846783,0.5877097114279565
6251,12,9.29253,6.803923,6.049361,0.5304505261109922,0.5897929977792202
6252,13,8.649543,6.771516,6.031454,0.5330328099677714,0.5911817487039578
6253,14,8.361499,6.65728,5.974465,0.5421110062594893,0.5955955136420941
6254,15,14.692991,6.656741,5.974136,0.542153749988703,0.5956209683208137
6255,1,7.421778,7.421778,6.473216,0.48053547641290895,0.5565920636375681
6256,2,7.671049,6.960105,6.277261,0.5178880914052679,0.5719761987128952
6257,3,8.971244,6.796277,6.204962,0.5309885075832291,0.5776248517074046
6258,4,11.154007,6.703261,6.151559,0.5383913390345276,0.5817877456697339
6259,5,7.205517,6.415874,5.982494,0.5611051936798447,0.5949142142292105
6260,6,10.370417,6.387014,5.964211,0.5633730899307492,0.5963289677909335
6261,7,11.704958,6.361896,5.949153,0.5653450032380511,0.597493471782212
6262,8,9.856914,6.356652,5.94635,0.565756462680575,0.5977101711795311
6263,9,10.896265,6.333608,5.932142,0.5675636377917361,0.5988082540384049
6264,10,7.359687,6.224731,5.855889,0.5760817795476147,0.6046920156942518
6265,11,13.704752,6.217691,5.851465,0.5766314137137549,0.6050328829213966
6266,12,7.441304,6.147244,5.799681,0.5821237613629828,0.6090188015487026
6267,13,13.284167,6.143398,5.797096,0.582423211362844,0.6092175804535745
6268,14,10.262401,6.110393,5.773715,0.584991282973082,0.6110146745457242
6269,15,6.285824,6.110101,5.773451,0.5850139894811679,0.6110349573352301
6270,1,10.880207,10.880207,6.647167,0.15727588997438713,0.5355186365039761
6271,2,11.663176,10.717148,6.622399,0.17386057672368427,0.5375197725362049
6272,3,12.147682,10.646806,6.609594,0.18092833565850316,0.5385536197874452
6273,4,7.201115,7.014851,6.252191,0.5055880580198369,0.5672094804486622
6274,5,11.87226,6.988326,6.241397,0.5077614598313247,0.568068971984646
6275,6,7.739576,6.735533,6.153245,0.5283637434929096,0.5750753163704498
6276,7,13.090697,6.73088,6.149898,0.5287410913235006,0.575340884332258
6277,8,6.984682,6.476976,6.041491,0.5492315634129435,0.5839246199214281
6278,9,9.631153,6.409784,6.008984,0.5546213280780783,0.5864918241275378
6279,10,12.574273,6.396196,6.000644,0.5557096306494606,0.5871499679540048
6280,11,11.802068,6.384485,5.993982,0.5566471543882211,0.5876755477795984
6281,12,13.144191,6.380426,5.990592,0.5569720015598356,0.587942942536947
6282,13,7.397786,6.251933,5.907817,0.5672300281937659,0.594461623106467
6283,14,7.742985,6.187473,5.865545,0.5723575951170549,0.5977829245159153
6284,15,7.055644,6.071654,5.793518,0.5815397612214219,0.603430123258518
6285,1,6.60769,6.60769,5.759966,0.5070055232953533,0.5799159201329602
6286,2,6.668682,6.281868,5.634127,0.5353444222818353,0.5905158634154207
6287,3,8.395857,6.11776,5.56006,0.5494668776488609,0.5967286150752326
6288,4,10.389687,6.067531,5.534196,0.5537695220178954,0.5988935360030893
6289,5,9.611994,6.04837,5.523598,0.555408430003956,0.5997799516631938
6290,6,6.557285,5.981447,5.491813,0.5611220870205119,0.6024360797121749
6291,7,8.011008,5.89385,5.441698,0.5685762647426745,0.6066167656411879
6292,8,6.713739,5.732414,5.343068,0.5822415535728587,0.6148190183398073
6293,9,11.033538,5.722949,5.33697,0.5830398595520762,0.6153250257752338
6294,10,12.47719,5.720899,5.33572,0.583212720582572,0.6154287338431994
6295,11,10.251217,5.708646,5.327641,0.5842456119046023,0.6160988886649467
6296,12,10.706444,5.697115,5.320405,0.5852171532855852,0.6166989236426617
6297,13,6.885601,5.647355,5.28526,0.5894042567354751,0.6196106830673027
6298,14,6.751336,5.639874,5.27936,0.5900329939545294,0.6200990766943291
6299,15,6.918543,5.614582,5.262863,0.5921571823609691,0.6214640335300677
6300,1,10.924346,10.924346,7.495077,0.20559481020004114,0.49370747679324706
6301,2,10.023254,9.557358,7.362052,0.32601086382631866,0.5040817777298946
6302,3,9.805526,9.20104,7.274231,0.35600864579065866,0.5109043235326296
6303,4,10.101746,8.899032,7.137757,0.3810676720599423,0.5214653932587356
6304,5,14.736986,8.892709,7.135092,0.3815889077244691,0.521671129592061
6305,6,7.610952,7.919378,7.019796,0.4602875392480353,0.5305538820434575
6306,7,11.826746,7.852944,6.984212,0.4655539940138579,0.5332882962060592
6307,8,11.02225,7.755917,6.93237,0.47322286829801724,0.5372660918006359
6308,9,15.083849,7.755755,6.93224,0.4732356500751643,0.537276057753329
6309,10,8.83711,7.755755,6.93224,0.4732356500751643,0.537276057753329
6310,11,9.861646,7.578426,6.86027,0.48718247131384107,0.5427865919912281
6311,12,15.281832,7.578271,6.86027,0.4871946234286216,0.5427865919912281
6312,13,8.729275,7.279237,6.723129,0.5105159829121098,0.5532498599038447
6313,14,14.427627,7.277432,6.721749,0.5106560136350979,0.553354901125956
6314,15,14.442758,7.270319,6.715998,0.5112077500607217,0.5537925962251151
6315,1,9.902779,9.902779,6.684627,0.23753681008974759,0.5241799041214147
6316,2,10.625458,9.497193,6.633008,0.2764689533333743,0.5284450415977668
6317,3,9.077928,8.034012,6.35516,0.4094149408411169,0.5512548969540144
6318,4,13.873977,7.990356,6.345048,0.4132332425649238,0.552080380716561
6319,5,8.846221,7.576995,6.216668,0.44902087738055085,0.5625324539974945
6320,6,9.552479,7.237046,6.066622,0.47797861864356644,0.5746829024530663
6321,7,9.13882,7.120963,6.023119,0.4877732515168484,0.5781925820516015
6322,8,12.554038,7.112691,6.0192,0.4884694309712217,0.5785084659780345
6323,9,13.184238,7.100599,6.015172,0.4894866818059999,0.5788330860740297
6324,10,10.729744,7.043226,5.990933,0.494306408024516,0.5807854681179085
6325,11,13.436029,7.043007,5.990745,0.49432478397475216,0.5808006038759548
6326,12,11.318842,7.010615,5.975768,0.49704094802191257,0.5820060413824962
6327,13,8.412766,6.848906,5.911526,0.5105477029270606,0.5871687640374291
6328,14,11.310447,6.755319,5.867222,0.5183246569824008,0.5907217928440778
6329,15,11.450844,6.746116,5.86254,0.5190878495237883,0.5910969208711212
6330,1,7.847896,7.847896,6.514754,0.4563150555548171,0.5616394640519029
6331,2,8.433008,7.361723,6.468991,0.4953158027677607,0.5651669268631998
6332,3,7.433482,6.939713,6.341018,0.5286116377346808,0.575001461310293
6333,4,14.344857,6.936617,6.339643,0.5288540529923587,0.5751068907462552
6334,5,11.855764,6.897565,6.321302,0.5319095204758783,0.5765127233857962
6335,6,8.880939,6.769976,6.260202,0.5418628418560952,0.5811895747037805
6336,7,7.031347,6.577246,6.173999,0.5568134085215825,0.5877710994988542
6337,8,13.84325,6.57288,6.171667,0.5571509228820292,0.5879488729728427
6338,9,14.431715,6.572335,6.171246,0.5571930505837216,0.587980965197394
6339,10,7.023147,6.564413,6.167742,0.5578053190238166,0.5882480519402011
6340,11,13.368026,6.551139,6.159298,0.5588308483884216,0.588891549179381
6341,12,15.387127,6.55099,6.159169,0.5588423572078234,0.5889013785058911
6342,13,7.378323,6.394319,6.0858,0.5709106742491398,0.5944847272075239
6343,14,9.981478,6.340418,6.054979,0.5750474675011252,0.5968259705198208
6344,15,7.646637,6.24142,6.003509,0.5826252388437868,0.6007302104602809
6345,1,9.62559,9.62559,7.257889,0.33720870063702635,0.523326152320009
6346,2,13.751118,9.590189,7.248047,0.3401185310927577,0.524067915351622
6347,3,12.250535,9.522145,7.233732,0.34569899342887794,0.5251463675516527
6348,4,13.7681,9.496356,7.22776,0.34780976236329586,0.5255961316019957
6349,5,13.830403,9.479522,7.222034,0.3491863357378673,0.5260272861161751
6350,6,7.737072,7.355069,6.834145,0.5159890637792991,0.5550477526888935
6351,7,7.335031,6.963319,6.638308,0.5454240082479967,0.5695617368820005
6352,8,7.828935,6.786615,6.531155,0.5585787422851909,0.5774645341401222
6353,9,11.377662,6.769455,6.520174,0.5598522242974878,0.5782728768001083
6354,10,7.767078,6.660405,6.450168,0.5679286452418151,0.5834195380623317
6355,11,7.57229,6.578556,6.391224,0.5739719444308384,0.5877440140531157
6356,12,7.860702,6.536641,6.363128,0.5770605874875498,0.589802432506084
6357,13,9.951979,6.501917,6.338538,0.5796161971103019,0.5916024711737693
6358,14,9.556471,6.488444,6.328909,0.580607014768589,0.5923069483128757
6359,15,8.964824,6.460494,6.310282,0.5826611223025436,0.5936691220021926
6360,1,9.082462,9.082462,5.992702,0.3527075598305406,0.6009215940583226
6361,2,6.640006,6.52835,5.575321,0.559885379777292,0.6323727963074665
6362,3,7.318853,6.17867,5.404097,0.5867610195342865,0.6451439543007343
6363,4,8.285847,6.071132,5.344271,0.5949606589306287,0.6495883012777396
6364,5,7.401361,5.934591,5.27338,0.6053277804868623,0.6548426420260085
6365,6,7.184809,5.867241,5.233933,0.6104234141159164,0.6577607625939905
6366,7,8.417221,5.831897,5.211881,0.6130927523893559,0.6593903197170313
6367,8,6.699223,5.831046,5.211508,0.6131569834552998,0.6594178721398106
6368,9,7.037464,5.795877,5.190648,0.6158097839912088,0.6609581661710207
6369,10,7.353979,5.712741,5.140324,0.6220678986881073,0.6646694327547245
6370,11,7.426305,5.59364,5.087007,0.6310019223254492,0.6685942712830995
6371,12,13.514134,5.574822,5.07181,0.6324101259993181,0.669711623830686
6372,13,13.228667,5.566384,5.06588,0.6330412663972311,0.6701474621431907
6373,14,7.949486,5.542222,5.051472,0.6348474980013906,0.6712060300631013
6374,15,8.23261,5.526384,5.041634,0.6360306459985607,0.6719285272528901
6375,1,8.175437,8.175437,5.782116,0.4479245223273086,0.6287495666106457
6376,2,7.984511,7.406436,5.615813,0.5076162135764094,0.6407927576919992
6377,3,8.617305,6.794907,5.41442,0.5539810912914791,0.6552896467994151
6378,4,9.682921,6.485606,5.264921,0.5770773647309317,0.6659891713835696
6379,5,7.685556,5.994819,5.088371,0.613250794761779,0.6785567770808779
6380,6,15.632123,5.99378,5.087869,0.6133267633137314,0.6785924066388493
6381,7,10.203599,5.839814,4.988433,0.624555957637299,0.6856381406467666
6382,8,9.424983,5.745627,4.943904,0.6313975950221314,0.6887857390099915
6383,9,15.463146,5.745429,4.94376,0.6314119554085817,0.688795910237436
6384,10,13.010817,5.724849,4.930085,0.6329040596905194,0.6897615995527917
6385,11,8.545825,5.637348,4.908308,0.6392369371550953,0.6912985129903946
6386,12,8.4376,5.577468,4.870617,0.6435603253575701,0.6939558974740794
6387,13,7.855735,5.38075,4.833413,0.6577039818815034,0.6965756357666777
6388,14,14.133441,5.33698,4.799293,0.6608385481677939,0.6989753183384612
6389,15,7.858057,5.310413,4.784838,0.6627389262897394,0.6999911124136714
6390,1,11.54639,11.54639,6.492683,0.08191345524709855,0.5467076090333614
6391,2,8.919825,8.77425,6.337381,0.3540092274933907,0.5591937532917685
6392,3,11.261745,8.664523,6.3096,0.3637247323105148,0.5614196284390058
6393,4,11.190286,8.564804,6.281094,0.37250923301386013,0.5637011782588514
6394,5,10.271862,8.412393,6.24173,0.3858553346639705,0.5668477654021067
6395,6,8.799796,8.028342,6.164207,0.4190753481842101,0.5730310614990041
6396,7,7.264743,6.654736,5.886537,0.5336001800499721,0.595031924337677
6397,8,11.458311,6.642337,5.880242,0.534605913094221,0.5955280679653571
6398,9,9.097444,6.592839,5.855121,0.5386161641621734,0.5975068360052103
6399,10,10.258792,6.574762,5.846413,0.5400788524968931,0.5981923292632167
6400,11,8.8447,6.550446,5.835143,0.5420447813863459,0.5990791735650886
6401,12,8.15359,6.503528,5.812356,0.5458329414195513,0.6008711639836597
6402,13,9.199032,6.492897,5.806573,0.5466903530439996,0.6013257029209115
6403,14,10.000474,6.473366,5.793678,0.5482646688323007,0.602338887326554
6404,15,14.399346,6.469677,5.791703,0.5485618937945306,0.6024940239141713
6405,1,6.909,6.909,6.638153,0.4737850016702339,0.4980723342632396
